# http://127.0.0.1:1234/ --workers 4 --loaded-duration-minutes 4 --output-dir demo4 --start-interval 4000
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
31,0,8,PLAYER_SESSION_CREATE,1532454128206,0,
31,0,8,REQ_HOME_START,1532454128206,1,
31,0,8,REQ_HOME_END,1532454128243,1,
31,0,8,REQ_GET_START,1532454128243,2,
31,0,8,REQ_GET_END,1532454128284,2,
31,0,8,REQ_GET_START,1532454128284,3,
31,0,8,REQ_GET_END,1532454128291,3,
31,0,8,REQ_GET_START,1532454128291,4,
31,0,8,REQ_GET_END,1532454128300,4,
31,0,8,REQ_GET_START,1532454128300,5,
31,0,8,REQ_GET_END,1532454128308,5,
31,0,8,REQ_GET_START,1532454128308,6,
31,0,8,REQ_GET_END,1532454128317,6,
31,0,8,REQ_GET_START,1532454128317,7,
31,0,8,REQ_GET_END,1532454128325,7,
31,0,8,REQ_GET_START,1532454128325,8,
31,0,8,REQ_GET_END,1532454128332,8,
31,0,8,REQ_GET_START,1532454128332,9,
31,0,8,REQ_GET_END,1532454128340,9,
31,0,8,REQ_GET_START,1532454128340,10,
31,0,8,REQ_GET_END,1532454128348,10,
31,0,8,REQ_GET_START,1532454128348,11,
31,0,8,REQ_GET_END,1532454128355,11,
31,0,8,REQ_GET_START,1532454128355,12,
31,0,8,REQ_GET_END,1532454128363,12,
31,0,8,REQ_GET_START,1532454128363,13,
31,0,8,REQ_GET_END,1532454128371,13,
31,0,8,REQ_GET_START,1532454128371,14,
31,0,8,REQ_GET_END,1532454128378,14,
31,0,8,REQ_GET_START,1532454128378,15,
31,0,8,REQ_GET_END,1532454128384,15,
31,0,8,REQ_GET_START,1532454128384,16,
31,0,8,REQ_GET_END,1532454128396,16,
31,0,8,WS_OPEN_START,1532454128396,17,
31,0,8,WS_OPEN_END,1532454128399,17,
31,0,8,WS_RECV_INIT_START,1532454128399,18,
31,0,8,WS_RECV_INIT_END,1532454128404,18,
31,0,8,PLAYBACK_SLEEPBEFORE_START,1532454128404,19,
31,0,8,PLAYBACK_SLEEPBEFORE_END,1532454128475,19,
31,0,8,WS_SEND_START,1532454128475,19,
31,0,8,WS_SEND_END,1532454128476,19,
31,0,8,WS_RECV_START,1532454128476,20,
31,0,8,WS_RECV_END,1532454129001,20,
31,0,8,PLAYBACK_SLEEPBEFORE_START,1532454129001,21,
31,0,8,PLAYBACK_SLEEPBEFORE_END,1532454131187,21,
31,0,8,WS_SEND_START,1532454131187,21,
31,0,8,WS_SEND_END,1532454131187,21,
31,0,8,WS_RECV_START,1532454131187,22,
31,0,8,WS_RECV_END,1532454131916,22,
31,0,8,PLAYBACK_SLEEPBEFORE_START,1532454131916,23,
31,0,8,PLAYBACK_SLEEPBEFORE_END,1532454133530,23,
31,0,8,WS_SEND_START,1532454133530,23,
31,0,8,WS_SEND_END,1532454133530,23,
31,0,8,WS_RECV_START,1532454133530,24,
31,0,8,WS_RECV_END,1532454134780,24,
31,0,8,PLAYBACK_SLEEPBEFORE_START,1532454134781,25,
31,0,8,PLAYBACK_SLEEPBEFORE_END,1532454135959,25,
31,0,8,WS_SEND_START,1532454135959,25,
31,0,8,WS_SEND_END,1532454135959,25,
31,0,8,PLAYBACK_SLEEPBEFORE_START,1532454135959,26,
31,0,8,PLAYBACK_SLEEPBEFORE_END,1532454136594,26,
31,0,8,WS_SEND_START,1532454136594,26,
31,0,8,WS_SEND_END,1532454136594,26,
31,0,8,WS_RECV_START,1532454136594,27,
31,0,8,WS_RECV_END,1532454138309,27,
31,0,8,PLAYBACK_SLEEPBEFORE_START,1532454138309,28,
31,0,8,PLAYBACK_SLEEPBEFORE_END,1532454138414,28,
31,0,8,WS_SEND_START,1532454138414,28,
31,0,8,WS_SEND_END,1532454138414,28,
31,0,8,WS_RECV_START,1532454138414,29,
31,0,8,WS_RECV_END,1532454140199,29,
31,0,8,PLAYBACK_SLEEPBEFORE_START,1532454140199,30,
31,0,8,PLAYBACK_SLEEPBEFORE_END,1532454140595,30,
31,0,8,WS_SEND_START,1532454140595,30,
31,0,8,WS_SEND_END,1532454140595,30,
31,0,8,WS_RECV_START,1532454140595,31,
31,0,8,WS_RECV_END,1532454142963,31,
31,0,8,PLAYBACK_SLEEPBEFORE_START,1532454142963,32,
31,0,8,PLAYBACK_SLEEPBEFORE_END,1532454143465,32,
31,0,8,WS_SEND_START,1532454143465,32,
31,0,8,WS_SEND_END,1532454143465,32,
31,0,8,PLAYBACK_SLEEPBEFORE_START,1532454143465,33,
31,0,8,PLAYBACK_SLEEPBEFORE_END,1532454143725,33,
31,0,8,WS_SEND_START,1532454143725,33,
31,0,8,WS_SEND_END,1532454143725,33,
31,0,8,WS_RECV_START,1532454143725,34,
31,0,8,WS_RECV_END,1532454145804,34,
31,0,8,WS_RECV_START,1532454145804,35,
31,0,8,WS_RECV_END,1532454148613,35,
31,0,8,WS_RECV_START,1532454148613,36,
31,0,8,WS_RECV_END,1532454150713,36,
31,0,8,PLAYBACK_SLEEPBEFORE_START,1532454150713,37,
31,0,8,PLAYBACK_SLEEPBEFORE_END,1532454152885,37,
31,0,8,WS_CLOSE_START,1532454152885,37,
31,0,8,WS_CLOSE_END,1532454152885,37,
31,0,8,PLAYBACK_DONE,1532454152885,0,
