# http://127.0.0.1:1234/ --workers 1 --loaded-duration-minutes 4 --output-dir demo1
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
15,0,15,PLAYER_SESSION_CREATE,1532453859486,0,
15,0,15,REQ_HOME_START,1532453859486,1,
15,0,15,REQ_HOME_END,1532453859527,1,
15,0,15,REQ_GET_START,1532453859527,2,
15,0,15,REQ_GET_END,1532453859534,2,
15,0,15,REQ_GET_START,1532453859534,3,
15,0,15,REQ_GET_END,1532453859541,3,
15,0,15,REQ_GET_START,1532453859541,4,
15,0,15,REQ_GET_END,1532453859547,4,
15,0,15,REQ_GET_START,1532453859547,5,
15,0,15,REQ_GET_END,1532453859553,5,
15,0,15,REQ_GET_START,1532453859553,6,
15,0,15,REQ_GET_END,1532453859563,6,
15,0,15,REQ_GET_START,1532453859564,7,
15,0,15,REQ_GET_END,1532453859573,7,
15,0,15,REQ_GET_START,1532453859573,8,
15,0,15,REQ_GET_END,1532453859580,8,
15,0,15,REQ_GET_START,1532453859580,9,
15,0,15,REQ_GET_END,1532453859587,9,
15,0,15,REQ_GET_START,1532453859587,10,
15,0,15,REQ_GET_END,1532453859595,10,
15,0,15,REQ_GET_START,1532453859595,11,
15,0,15,REQ_GET_END,1532453859603,11,
15,0,15,REQ_GET_START,1532453859603,12,
15,0,15,REQ_GET_END,1532453859610,12,
15,0,15,REQ_GET_START,1532453859610,13,
15,0,15,REQ_GET_END,1532453859615,13,
15,0,15,REQ_GET_START,1532453859616,14,
15,0,15,REQ_GET_END,1532453859621,14,
15,0,15,REQ_GET_START,1532453859621,15,
15,0,15,REQ_GET_END,1532453859629,15,
15,0,15,REQ_GET_START,1532453859629,16,
15,0,15,REQ_GET_END,1532453859641,16,
15,0,15,WS_OPEN_START,1532453859641,17,
15,0,15,WS_OPEN_END,1532453859644,17,
15,0,15,WS_RECV_INIT_START,1532453859644,18,
15,0,15,WS_RECV_INIT_END,1532453859649,18,
15,0,15,PLAYBACK_SLEEPBEFORE_START,1532453859649,19,
15,0,15,PLAYBACK_SLEEPBEFORE_END,1532453859719,19,
15,0,15,WS_SEND_START,1532453859719,19,
15,0,15,WS_SEND_END,1532453859719,19,
15,0,15,WS_RECV_START,1532453859719,20,
15,0,15,WS_RECV_END,1532453860172,20,
15,0,15,PLAYBACK_SLEEPBEFORE_START,1532453860172,21,
15,0,15,PLAYBACK_SLEEPBEFORE_END,1532453862358,21,
15,0,15,WS_SEND_START,1532453862358,21,
15,0,15,WS_SEND_END,1532453862359,21,
15,0,15,WS_RECV_START,1532453862359,22,
15,0,15,WS_RECV_END,1532453862978,22,
15,0,15,PLAYBACK_SLEEPBEFORE_START,1532453862978,23,
15,0,15,PLAYBACK_SLEEPBEFORE_END,1532453864594,23,
15,0,15,WS_SEND_START,1532453864594,23,
15,0,15,WS_SEND_END,1532453864594,23,
15,0,15,WS_RECV_START,1532453864594,24,
15,0,15,WS_RECV_END,1532453865367,24,
15,0,15,PLAYBACK_SLEEPBEFORE_START,1532453865367,25,
15,0,15,PLAYBACK_SLEEPBEFORE_END,1532453866545,25,
15,0,15,WS_SEND_START,1532453866545,25,
15,0,15,WS_SEND_END,1532453866545,25,
15,0,15,PLAYBACK_SLEEPBEFORE_START,1532453866545,26,
15,0,15,PLAYBACK_SLEEPBEFORE_END,1532453867180,26,
15,0,15,WS_SEND_START,1532453867180,26,
15,0,15,WS_SEND_END,1532453867180,26,
15,0,15,WS_RECV_START,1532453867180,27,
15,0,15,WS_RECV_END,1532453867215,27,
15,0,15,PLAYBACK_SLEEPBEFORE_START,1532453867215,28,
15,0,15,PLAYBACK_SLEEPBEFORE_END,1532453867319,28,
15,0,15,WS_SEND_START,1532453867319,28,
15,0,15,WS_SEND_END,1532453867319,28,
15,0,15,WS_RECV_START,1532453867319,29,
15,0,15,WS_RECV_END,1532453867868,29,
15,0,15,PLAYBACK_SLEEPBEFORE_START,1532453867868,30,
15,0,15,PLAYBACK_SLEEPBEFORE_END,1532453868265,30,
15,0,15,WS_SEND_START,1532453868265,30,
15,0,15,WS_SEND_END,1532453868265,30,
15,0,15,WS_RECV_START,1532453868265,31,
15,0,15,WS_RECV_END,1532453868608,31,
15,0,15,PLAYBACK_SLEEPBEFORE_START,1532453868608,32,
15,0,15,PLAYBACK_SLEEPBEFORE_END,1532453869108,32,
15,0,15,WS_SEND_START,1532453869108,32,
15,0,15,WS_SEND_END,1532453869109,32,
15,0,15,PLAYBACK_SLEEPBEFORE_START,1532453869109,33,
15,0,15,PLAYBACK_SLEEPBEFORE_END,1532453869365,33,
15,0,15,WS_SEND_START,1532453869365,33,
15,0,15,WS_SEND_END,1532453869365,33,
15,0,15,WS_RECV_START,1532453869365,34,
15,0,15,WS_RECV_END,1532453869376,34,
15,0,15,WS_RECV_START,1532453869376,35,
15,0,15,WS_RECV_END,1532453870029,35,
15,0,15,WS_RECV_START,1532453870029,36,
15,0,15,WS_RECV_END,1532453870768,36,
15,0,15,PLAYBACK_SLEEPBEFORE_START,1532453870768,37,
15,0,15,PLAYBACK_SLEEPBEFORE_END,1532453872940,37,
15,0,15,WS_CLOSE_START,1532453872940,37,
15,0,15,WS_CLOSE_END,1532453872940,37,
15,0,15,PLAYBACK_DONE,1532453872940,0,
